hepta_1051_	-6.46	8.764 7.613 1.151 0.633362792 6.61424847958 12.0199672228
hepta_1052_	-6.17	8.783 7.672 1.111 0.618605915 6.90549054905 12.4020799251
hepta_1053_	-7.49	8.51 7.524 0.986 0.540630904 7.630831643 13.9170734494
hepta_1054_	-4	8.494 7.208 1.286 0.710133066 5.60497667185 10.1502103551
hepta_1055_	-5.96	8.416 7.197 1.219 0.659786536 5.90401968827 10.908073456
hepta_1056_	-6.43	8.553 7.352 1.201 0.669883924 6.1215653622 10.9750357287
hepta_1057_	-6	8.859 7.857 1.002 0.531654289 7.84131736527 14.7784004805
hepta_1058_	-5.55	8.896 7.791 1.105 0.586804639 7.05067873303 13.2769911521
hepta_1059_	-7.13	8.901 7.676 1.225 0.653254395 6.26612244898 11.7503993218
hepta_105_	-6.17	8.794 7.778 1.016 0.545295831 7.65551181102 14.2638171022
hepta_1060_	-6.38	8.762 7.519 1.243 0.672491328 6.04907481899 11.1808133234
hepta_1061_	-5.96	8.919 7.676 1.243 0.668426915 6.17538213998 11.4836788103
hepta_1062_	-5.56	8.625 7.539 1.086 0.573160661 6.94198895028 13.1533800433
hepta_1063_	-7.66	8.842 7.732 1.11 0.587256235 6.96576576577 13.1663140196
hepta_1064_	-6.77	8.902 7.629 1.273 0.678428933 5.99293008641 11.2450982393
hepta_1065_	-5.33	8.601 7.5 1.101 0.583129662 6.81198910082 12.8616335075
hepta_1066_	-5.68	8.699 7.48 1.219 0.637594096 6.13617719442 11.7316017305
hepta_1067_	-5.91	8.92 7.739 1.181 0.628774416 6.55292125318 12.3080707533
hepta_1068_	-5.91	8.68 7.653 1.027 0.559411276 7.45180136319 13.6804535917
hepta_1069_	-5.86	8.649 7.617 1.032 0.538039022 7.38081395349 14.1569657377
hepta_106_	-5.73	8.81 7.721 1.089 0.589863384 7.08999081726 13.0894715784
hepta_1070_	-5.54	9.161 7.904 1.257 0.657222275 6.28798727128 12.0263726606
hepta_1071_	-6.49	9.038 7.927 1.111 0.57802684 7.13501350135 13.7138960537
hepta_1072_	-5.05	8.858 7.893 0.965 0.489797203 8.1792746114 16.1148327342
hepta_1073_	-10	9.023 8.064 0.959 0.498049632 8.40875912409 16.1911574307
hepta_1074_	-6.51	9.196 8.002 1.194 0.60702222 6.70184254606 13.1823839991
hepta_1075_	-6	8.982 7.961 1.021 0.514390154 7.7972575906 15.4765792815
hepta_1076_	-5.06	9.066 7.976 1.09 0.555734006 7.31743119266 14.3521899216
hepta_1077_	-5.99	9.203 8.202 1.001 0.526812279 8.19380619381 15.5691131869
hepta_1078_	-5.32	9.002 7.81 1.192 0.619216859 6.55201342282 12.6127056886
hepta_1079_	-5.03	8.911 7.931 0.98 0.50344289 8.09285714286 15.7535246947
hepta_107_	-5.9	8.711 7.748 0.963 0.54093819 8.04569055036 14.32326307
hepta_1080_	-5.47	9.323 8.22 1.103 0.56401313 7.45240253853 14.5741287973
hepta_1081_	-6.38	8.858 7.796 1.062 0.549726771 7.34086629002 14.1815905851
hepta_1082_	-5.8	8.695 7.477 1.218 0.651921585 6.13875205255 11.4691707899
hepta_1083_	-6.22	8.906 7.972 0.934 0.490122267 8.53533190578 16.2653291571
hepta_1084_	-6.41	9.156 8.053 1.103 0.601469421 7.30099728015 13.3888768387
hepta_1085_	-5.59	9.307 8.145 1.162 0.610234881 7.00946643718 13.34731962
hepta_1086_	-5.28	9.041 7.977 1.064 0.537257123 7.49718045113 14.847639349
hepta_1087_	-6.79	8.494 7.295 1.199 0.658668801 6.08423686405 11.0753689698
hepta_1089_	-6.29	8.907 7.691 1.216 0.656841646 6.32483552632 11.7090626741
hepta_108_	-5.36	8.351 7.404 0.947 0.51110857 7.81837381204 14.4861589779
hepta_1090_	-6.04	8.599 7.419 1.18 0.642345343 6.28728813559 11.5498618941
hepta_1091_	-5.16	8.965 8.069 0.896 0.449511684 9.00558035714 17.9505901342
hepta_1092_	-6.28	8.69 7.554 1.136 0.619244922 6.64964788732 12.1987274043
hepta_1093_	-6.17	8.661 7.581 1.08 0.571621579 7.01944444444 13.2622704924
hepta_1094_	-5.8	9.056 8.015 1.041 0.520907016 7.69932756964 15.3866232433
hepta_1095_	-6.14	9.11 7.987 1.123 0.571037042 7.11219946572 13.9868334496
hepta_1096_	-5.73	9.269 8.294 0.975 0.500473803 8.50666666667 16.5722959929
hepta_1097_	-6.65	8.176 7.093 1.083 0.588237175 6.54939981533 12.0580614443
hepta_1098_	-6.36	9.274 8.093 1.181 0.640583985 6.85266723116 12.6337844678
hepta_1099_	-6.25	9.108 8.149 0.959 0.501672339 8.49739311783 16.2436701538
hepta_109_	-5.22	8.774 7.609 1.165 0.617092957 6.5313304721 12.3303951434
hepta_10_	-5.63	9.408 8.134 1.274 0.676460781 6.38461538462 12.0243482379
hepta_1100_	-5.52	8.993 7.819 1.174 0.620273126 6.6601362862 12.60573717
hepta_1101_	-5.17	9.157 8.116 1.041 0.538453035 7.79634966378 15.0728094605
hepta_1102_	-5.22	8.732 7.781 0.951 0.478195669 8.18191377497 16.271581916
hepta_1103_	-5.4	9.222 8.243 0.979 0.479075867 8.41981613892 17.2060430671
hepta_1104_	-5.55	9.326 8.174 1.152 0.59349043 7.09548611111 13.7727578859
hepta_1105_	-10	9.039 7.78 1.259 0.674792693 6.17950754567 11.5294668729
hepta_1106_	-10	9.242 8.04 1.202 0.632716134 6.68885191348 12.7071202518
hepta_1107_	-5.9	9.022 7.799 1.223 0.63486436 6.37694194603 12.2845138133
hepta_1108_	-6.09	9.064 7.921 1.143 0.604222688 6.93000874891 13.1094051205
hepta_1109_	-6.04	8.671 7.503 1.168 0.619561261 6.42380136986 12.1101825958
hepta_110_	-6.5	8.559 7.415 1.144 0.647927995 6.48164335664 11.4441728976
hepta_1110_	-6.2	8.53 7.325 1.205 0.656462212 6.07883817427 11.1582964961
hepta_1111_	-5.88	9.183 7.957 1.226 0.648177461 6.49021207178 12.2759590988
hepta_1112_	-5.81	9.011 7.979 1.032 0.529471116 7.73158914729 15.0697550044
hepta_1113_	-5.17	8.695 7.703 0.992 0.503793836 7.76512096774 15.2899846119
hepta_1114_	-5.64	8.931 7.893 1.038 0.531190758 7.60404624277 14.8590687641
hepta_1115_	-5.66	9.222 8.085 1.137 0.601631446 7.11081794195 13.4384597975
hepta_1116_	-6.22	8.707 7.54 1.167 0.639387076 6.46101113967 11.7925436453
hepta_1118_	-5.59	9.195 8.181 1.014 0.509403146 8.06804733728 16.0599714867
hepta_1119_	-6.11	9.212 8.063 1.149 0.600538423 7.01740644038 13.4262849656
hepta_111_	-6.68	8.844 7.574 1.27 0.704907865 5.96377952756 10.7446666097
hepta_1120_	-5.85	8.754 7.738 1.016 0.526076374 7.61614173228 14.7088909186
hepta_1121_	-5.58	9.027 7.874 1.153 0.600112485 6.82914137034 13.1208734976
hepta_1122_	-5.98	9.131 8.025 1.106 0.572900611 7.25587703436 14.0076652842
hepta_1123_	-5.48	9.165 8.195 0.97 0.492848819 8.44845360825 16.6278170588
hepta_1124_	-5.81	9.341 8.187 1.154 0.593548322 7.09445407279 13.7933167302
hepta_1125_	-5.87	9.032 7.905 1.127 0.595075462 7.01419698314 13.2840295136
hepta_1126_	-5.74	8.957 8.024 0.933 0.477950342 8.60021436227 16.788354971
hepta_1127_	-6.28	8.99 7.89 1.1 0.570540777 7.17272727273 13.8289852681
hepta_1128_	-5.42	8.824 7.735 1.089 0.539753133 7.1028466483 14.3306254787
hepta_1129_	-5.48	9.24 8.06 1.18 0.609027494 6.83050847458 13.2342136922
hepta_112_	-6.39	8.628 7.498 1.13 0.614764936 6.63539823009 12.1965316512
hepta_1130_	-5.05	9.196 8.083 1.113 0.593015414 7.2623539982 13.6303371028
hepta_1131_	-6.13	8.945 7.915 1.03 0.547806996 7.68446601942 14.4485193833
hepta_1132_	-5.81	8.919 7.859 1.06 0.536380733 7.4141509434 14.6519058506
hepta_1133_	-5.74	9.355 8.068 1.287 0.66561464 6.26884226884 12.1211276242
hepta_1134_	-5.5	9.22 8.114 1.106 0.566637549 7.33634719711 14.3195593273
hepta_1135_	-6.17	9.216 7.955 1.261 0.671157663 6.3084853291 11.8526546571
hepta_1136_	-5.92	9.245 8.106 1.139 0.589834791 7.1167690957 13.7428312532
hepta_1137_	-5.23	9.199 7.987 1.212 0.610525229 6.5899339934 13.0821784598
hepta_1138_	-6.1	9.067 7.87 1.197 0.628505628 6.57477025898 12.521765358
hepta_1139_	-5.69	9.15 7.815 1.335 0.69093091 5.85393258427 11.3108270116
hepta_113_	-6.17	8.406 7.321 1.085 0.615549861 6.74746543779 11.8934313268
hepta_1140_	-5.63	9.254 8.092 1.162 0.588028615 6.96385542169 13.7612350719
hepta_1141_	-6.01	8.832 7.733 1.099 0.603095619 7.03639672429 12.8221790316
hepta_1142_	-10	8.688 7.604 1.084 0.597842373 7.0147601476 12.7190716875
hepta_1143_	-6.34	8.647 7.397 1.25 0.692143905 5.9176 10.6870839237
hepta_1144_	-4	8.722 7.566 1.156 0.636258973 6.54498269896 11.8913843593
hepta_1145_	-7.64	8.572 7.376 1.196 0.650259857 6.16722408027 11.3431575402
hepta_1146_	-6.52	8.546 7.387 1.159 0.622925003 6.37359792925 11.8585703968
hepta_1147_	-5.67	9.211 8.077 1.134 0.607545021 7.12257495591 13.2944880146
hepta_1148_	-5.52	8.999 7.885 1.114 0.598802745 7.07809694794 13.1679423079
hepta_1149_	-5.67	9.112 7.95 1.162 0.631909462 6.84165232358 12.5809162199
hepta_114_	-5.58	8.863 7.667 1.196 0.643148721 6.41053511706 11.9210374672
hepta_1150_	-6.43	8.661 7.612 1.049 0.566805789 7.25643469971 13.4296440646
hepta_1151_	-5.79	8.999 7.809 1.19 0.626043003 6.56218487395 12.4735840231
hepta_1152_	-5.86	8.93 7.783 1.147 0.610028874 6.78552746295 12.7584124813
hepta_1153_	-6.07	8.957 7.782 1.175 0.620487233 6.6229787234 12.5417568422
hepta_1154_	-5.43	8.776 7.721 1.055 0.551248373 7.31848341232 14.0063905458
hepta_1155_	-6.78	8.873 7.6 1.273 0.686390327 5.97014925373 11.0724171088
hepta_1156_	-6.86	8.915 7.703 1.212 0.653311139 6.35561056106 11.7907066636
hepta_1157_	-6.32	8.72 7.663 1.057 0.58518816 7.24976348155 13.0949334313
hepta_1158_	-5.7	9.025 7.805 1.22 0.660044488 6.39754098361 11.8249605018
hepta_1159_	-5.32	8.695 7.681 1.014 0.527183348 7.57495069034 14.5698835692
hepta_115_	-5.23	9.134 7.913 1.221 0.641813085 6.48075348075 12.3291347355
hepta_1160_	-6.54	8.576 7.644 0.932 0.498426506 8.2017167382 15.3362630357
hepta_1161_	-5.98	8.746 7.696 1.05 0.551370611 7.32952380952 13.9579437976
hepta_1162_	-5.26	9.186 8.024 1.162 0.60525127 6.90533562823 13.2573038632
hepta_1163_	-5.1	8.995 7.894 1.101 0.576608864 7.16984559491 13.6903896087
hepta_1164_	-5.13	8.944 8.043 0.901 0.457629979 8.92674805771 17.5753345914
hepta_1165_	-5.33	8.913 7.821 1.092 0.556128336 7.16208791209 14.0633006695
hepta_1166_	-5.42	8.997 8.035 0.962 0.489477557 8.35239085239 16.4154615162
hepta_1167_	-5.59	9.008 8.142 0.866 0.437818756 9.40184757506 18.5967364084
hepta_1168_	-5.67	9.228 8.095 1.133 0.58191445 7.14474845543 13.9109795263
hepta_1169_	-5.27	9.122 8.014 1.108 0.576908056 7.23285198556 13.8912950108
hepta_116_	-5.17	9.149 8.09 1.059 0.551240637 7.63928234183 14.6759862336
hepta_1170_	-6.82	9.184 7.872 1.312 0.703303966 6.0 11.1928844149
hepta_1171_	-5.94	8.773 7.748 1.025 0.549741791 7.55902439024 14.0938893983
hepta_1172_	-5.98	8.845 7.759 1.086 0.58885915 7.14456721915 13.1763257818
hepta_1173_	-6.02	8.896 8.007 0.889 0.458551 9.00674915636 17.4615255446
hepta_1174_	-5.68	9.078 8.062 1.016 0.5172244 7.93503937008 15.5870450041
hepta_1175_	-5.54	8.93 7.852 1.078 0.548590567 7.28385899814 14.3130423167
hepta_1176_	-5.06	8.773 7.91 0.863 0.431297301 9.16570104287 18.3400173886
hepta_1177_	-5.88	8.882 7.921 0.961 0.503378459 8.24245577523 15.7356753321
hepta_1178_	-6.44	8.783 7.675 1.108 0.598130893 6.92689530686 12.8316395121
hepta_1179_	-5.95	8.891 7.808 1.083 0.582889779 7.20960295476 13.3953283816
hepta_117_	-5.91	8.99 7.722 1.268 0.687935288 6.08990536278 11.2248930019
hepta_1180_	-6.16	8.935 7.857 1.078 0.575441616 7.28849721707 13.6538612807
hepta_1181_	-6.38	8.627 7.497 1.13 0.596494366 6.63451327434 12.5684338819
hepta_1182_	-5.42	9.167 8.186 0.981 0.511567134 8.34454638124 16.0018098426
hepta_1183_	-5.38	8.747 7.798 0.949 0.487431012 8.21707060063 15.9981613972
hepta_1184_	-6.32	8.414 7.558 0.856 0.452309033 8.82943925234 16.7098144158
hepta_1185_	-5.92	8.584 7.481 1.103 0.597429467 6.78241160471 12.5219802725
hepta_1186_	-5.08	8.994 8.097 0.897 0.473564163 9.02675585284 17.0979998755
hepta_1187_	-5.83	9.312 8.36 0.952 0.496656625 8.78151260504 16.8325550877
hepta_1188_	-5.46	9.01 8.214 0.796 0.406364642 10.3190954774 20.2133727963
hepta_1189_	-4.99	9.268 8.178 1.09 0.553768418 7.50275229358 14.7679061033
hepta_118_	-5.75	9.185 7.863 1.322 0.702597358 5.94780635401 11.1913315791
hepta_1190_	-7.21	8.67 7.56 1.11 0.594714675 6.81081081081 12.7119782272
hepta_1191_	-6.02	9.184 8.046 1.138 0.596232877 7.07029876977 13.4947271618
hepta_1192_	-5.36	9.419 8.161 1.258 0.658728731 6.48728139905 12.3890148037
hepta_1193_	-5.4	8.746 7.784 0.962 0.494860162 8.09147609148 15.7296961803
hepta_1194_	-5.55	9.046 7.854 1.192 0.604063701 6.5889261745 13.0019400057
hepta_1195_	-5.45	9.021 8.108 0.913 0.472176121 8.88061336254 17.1715587456
hepta_1196_	-5.41	9.006 7.891 1.115 0.579838463 7.07713004484 13.6089626741
hepta_1197_	-5.36	9.284 8.17 1.114 0.54879363 7.33393177738 14.8871990369
hepta_1198_	-5.25	9.317 8.275 1.042 0.515632803 7.94145873321 16.048241989
hepta_1199_	-6.71	9.054 7.773 1.281 0.666776714 6.06791569087 11.6575756723
hepta_119_	-5.25	8.224 6.93 1.294 0.706080478 5.35548686244 9.81474522512
hepta_11_	-5.43	9.111 7.807 1.304 0.69201971 5.98696319018 11.2814705812
hepta_1200_	-6.46	9.0 7.903 1.097 0.580454537 7.20419325433 13.6151920542
hepta_1201_	-5.61	9.044 7.931 1.113 0.577315356 7.12578616352 13.7377256946
hepta_1202_	-5.8	9.064 7.979 1.085 0.566315048 7.35391705069 14.0893307147
hepta_1203_	-5.2	8.613 7.654 0.959 0.487253304 7.98123044838 15.7084619789
hepta_1204_	-5.89	9.27 8.206 1.064 0.556914792 7.71240601504 14.7347495845
hepta_1205_	-5.34	9.152 8.161 0.991 0.510382655 8.2351160444 15.989963452
hepta_1206_	-5.77	8.896 7.929 0.967 0.506737471 8.19958634953 15.6471554873
hepta_1207_	-5.66	8.999 7.939 1.06 0.550951425 7.48962264151 14.409618779
hepta_1208_	-5.67	8.964 7.9 1.064 0.55679323 7.42481203008 14.1883909041
hepta_1209_	-10	9.398 8.141 1.257 0.659626519 6.47653142403 12.3418324848
hepta_120_	-6.06	8.763 7.768 0.995 0.552259651 7.80703517588 14.0658474432
hepta_1210_	-5.94	9.042 7.846 1.196 0.622854373 6.5602006689 12.5968450092
hepta_1211_	-6.27	9.178 7.991 1.187 0.624608732 6.73209772536 12.7936091678
hepta_1212_	-5.78	9.419 8.156 1.263 0.668057489 6.4576405384 12.2085301554
hepta_1213_	-5.63	9.294 8.284 1.01 0.513368367 8.20198019802 16.1365610593
hepta_1214_	-5.68	9.278 8.154 1.124 0.5827525 7.25444839858 13.9922179656
hepta_1215_	-5.7	9.524 8.203 1.321 0.681895032 6.20968962907 12.0297107547
hepta_1216_	-6.9	9.42 8.237 1.183 0.622147276 6.96280642434 13.2396304183
hepta_1217_	-5.68	8.975 7.634 1.341 0.697642895 5.6927665921 10.9425610935
hepta_1218_	-6.4	9.347 8.144 1.203 0.630366603 6.76974231089 12.9194661666
hepta_1219_	-5.22	8.872 7.791 1.081 0.547543533 7.20721554117 14.2290056049
hepta_121_	-6.03	9.149 8.152 0.997 0.516254431 8.17652958877 15.7906634994
hepta_1220_	-5.55	9.489 8.496 0.993 0.506014872 8.55589123867 16.7900203534
hepta_1221_	-5.45	8.83 7.842 0.988 0.491365329 7.93724696356 15.9596119978
hepta_1222_	-6.8	9.021 7.996 1.025 0.55600599 7.80097560976 14.3811400305
hepta_1223_	-5.92	9.562 8.478 1.084 0.552865215 7.82103321033 15.334659823
hepta_1224_	-5.71	9.014 7.673 1.341 0.698457895 5.72184936614 10.9856299928
hepta_1225_	-6.81	8.733 7.593 1.14 0.605467845 6.66052631579 12.5407155189
hepta_1226_	-10	9.254 8.148 1.106 0.570649549 7.36708860759 14.2784656788
hepta_1227_	-10	8.72 7.642 1.078 0.56967825 7.08905380334 13.4145897267
hepta_1228_	-5.44	9.388 8.282 1.106 0.556283275 7.48824593128 14.8880981547
hepta_1229_	-10	9.186 7.859 1.327 0.700884961 5.92238131123 11.2129670878
hepta_122_	-5.19	8.715 7.511 1.204 0.634295744 6.23837209302 11.8414794219
hepta_1230_	-5.91	9.232 8.068 1.164 0.595093211 6.93127147766 13.5575399801
hepta_1231_	-5.76	9.226 8.188 1.038 0.527652939 7.88824662813 15.5177757856
hepta_1232_	-6.04	9.388 8.41 0.978 0.501805346 8.59918200409 16.7594866556
hepta_1233_	-5.9	9.499 8.37 1.129 0.584408237 7.41364038973 14.3221800619
hepta_1234_	-5.82	9.655 8.501 1.154 0.591322039 7.36655112652 14.3762610546
hepta_1235_	-6.42	9.624 8.393 1.231 0.636640051 6.8180341186 13.183273636
hepta_1236_	-6.53	8.723 7.44 1.283 0.711136521 5.79890880748 10.4621261604
hepta_1237_	-6.75	8.346 7.034 1.312 0.725206719 5.3612804878 9.69930340648
hepta_1238_	-5.71	8.882 7.692 1.19 0.657413284 6.46386554622 11.7004024519
hepta_1239_	-5.88	8.744 7.63 1.114 0.615954305 6.84919210054 12.3872825274
hepta_123_	-6.89	8.997 7.873 1.124 0.633754862 7.00444839858 12.4227843794
hepta_1240_	-6.31	8.682 7.422 1.26 0.69449426 5.89047619048 10.6869133807
hepta_1241_	-5.9	8.866 7.724 1.142 0.610328753 6.76357267951 12.6554745488
hepta_1242_	-5.31	9.07 7.987 1.083 0.595338462 7.37488457987 13.4158978628
hepta_1243_	-5.42	8.82 7.626 1.194 0.6431721 6.38693467337 11.8568575969
hepta_1244_	-6.23	8.791 7.625 1.166 0.639395991 6.53945111492 11.9253171858
hepta_1245_	-5.68	8.594 7.537 1.057 0.576061547 7.13055818354 13.0836714224
hepta_1246_	-5.49	9.087 8.14 0.947 0.509871301 8.59556494192 15.96481305
hepta_1247_	-5.35	8.593 7.381 1.212 0.651510987 6.0899339934 11.32904916
hepta_1248_	-5.41	8.969 7.921 1.048 0.565934065 7.55820610687 13.9963301202
hepta_1249_	-6.3	8.974 7.814 1.16 0.607126623 6.73620689655 12.870461785
hepta_124_	-6.31	8.91 7.367 1.543 0.833670235 4.77446532728 8.83682742973
hepta_1250_	-5.86	8.869 7.772 1.097 0.578193103 7.08477666363 13.4418760094
hepta_1251_	-5.91	8.979 7.824 1.155 0.609481244 6.77402597403 12.8371464701
hepta_1252_	-5.17	8.838 7.67 1.168 0.624047522 6.56678082192 12.2907306409
hepta_1254_	-5.24	8.815 7.684 1.131 0.597583476 6.79398762157 12.8584546069
hepta_1255_	-5.64	8.708 7.716 0.992 0.524711964 7.77822580645 14.705210724
hepta_1256_	-5.73	9.044 7.911 1.133 0.579557131 6.98234774934 13.6500779248
hepta_1257_	-5.03	9.07 7.971 1.099 0.569915679 7.25295723385 13.9862795387
hepta_1259_	-6.01	8.972 7.822 1.15 0.574410095 6.80173913043 13.6174486975
hepta_125_	-6.04	8.922 7.639 1.283 0.683404334 5.95401402962 11.1778629721
hepta_1260_	-5.21	8.891 7.756 1.135 0.604800603 6.83348017621 12.8240612882
hepta_1261_	-5.07	9.044 7.955 1.089 0.556372074 7.30486685032 14.2979857756
hepta_1262_	-5.18	9.118 8.062 1.056 0.558807418 7.63446969697 14.4271527906
hepta_1263_	-5.11	9.075 8.044 1.031 0.531862861 7.80213385063 15.1241994692
hepta_1264_	-5.65	8.372 7.165 1.207 0.651610856 5.9362054681 10.9958266257
hepta_1265_	-6.67	8.962 7.767 1.195 0.630129029 6.49958158996 12.3260469563
hepta_1267_	-5.14	9.202 8.214 0.988 0.517557692 8.31376518219 15.8706944694
hepta_1268_	-5.05	9.193 8.152 1.041 0.536480471 7.83093179635 15.1953341094
hepta_1269_	-6.17	8.975 7.68 1.295 0.699424579 5.9305019305 10.9804548347
hepta_126_	-6.02	8.737 7.486 1.251 0.67871949 5.98401278977 11.0295933892
hepta_1270_	-5.99	8.805 7.631 1.174 0.644623162 6.5 11.8379239994
hepta_1271_	-5.66	8.623 7.637 0.986 0.525576684 7.74543610548 14.5307054755
hepta_1272_	-6.21	8.745 7.838 0.907 0.496299677 8.64167585447 15.7928774957
hepta_1273_	-5.13	9.248 8.165 1.083 0.560259007 7.53924284395 14.573616663
hepta_1274_	-5.04	8.991 7.954 1.037 0.537453376 7.67020250723 14.7994232713
hepta_1275_	-5.95	8.699 7.684 1.015 0.536729469 7.57044334975 14.3163370819
hepta_1276_	-5.73	9.035 7.848 1.187 0.640827527 6.61162594777 12.2466649283
hepta_1277_	-5.14	8.987 7.971 1.016 0.515268464 7.84547244094 15.4696057626
hepta_1279_	-5.12	8.933 8.045 0.888 0.449735803 9.05968468468 17.8882800665
hepta_127_	-5.6	8.913 7.885 1.028 0.564774721 7.67023346304 13.9613189238
hepta_1280_	-5.94	8.995 7.685 1.31 0.695514702 5.86641221374 11.0493710311
hepta_1281_	-5.24	8.913 7.878 1.035 0.519585994 7.6115942029 15.1620715165
hepta_1282_	-5.41	8.821 7.761 1.06 0.55521344 7.32169811321 13.9784080155
hepta_1283_	-5.54	9.22 8.113 1.107 0.612070558 7.3288166215 13.2550077666
hepta_1284_	-5.16	9.349 8.223 1.126 0.582134874 7.30284191829 14.1255924825
hepta_1285_	-5.63	9.3 8.215 1.085 0.556045213 7.57142857143 14.7739784606
hepta_1286_	-6.86	8.793 7.932 0.861 0.456724593 9.21254355401 17.3671401137
hepta_1287_	-6.05	9.123 7.904 1.219 0.643007363 6.48400328138 12.2922387127
hepta_1288_	-6.04	9.085 7.863 1.222 0.648695788 6.43453355155 12.1212441108
