CycPeptMPDB_ID,Original_Name_in_Source_Literature,Source,Structurally_Unique_ID,SMILES,PAMPA,Normalized_Name,log_path,avgRMSD_all,avgRMSD_bb,Monomer_Length
6215,L1_16.2.2.2.2.2,2021_Kelly,6215,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-8.52,L1_16.2.2.2.2.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6215.log,0.0857315,0.0354064,10
7054,L4_4.1.3.2.1,2021_Kelly,7054,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.32,L4_4.1.3.2.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_7054.log,0.0858508,0.0402671,10
5466,hepta_1889,2020_Townsend,5466,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.51,hepta_1889,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1889.log,0.0861593,0.0330572,7
3799,hepta_222,2020_Townsend,3799,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,-10,hepta_222,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_222.log,0.0862307,0.0361176,7
5766,L1_10.1.1.2.3.2,2021_Kelly,5766,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-7.68,L1_10.1.1.2.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5766.log,0.0866205,0.035317,10
4834,hepta_1257,2020_Townsend,4834,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-5.03,hepta_1257,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1257.log,0.0866942,0.034347,7
4126,hepta_549,2020_Townsend,4126,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.08,hepta_549,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_549.log,0.0867191,0.0372757,7
6854,L3_1.1.1.1.1,2021_Kelly,6854,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.33,L3_1.1.1.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6854.log,0.0870301,0.0326509,10
5720,L1_1.2.4.3.3.1,2021_Kelly,5720,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.39,L1_1.2.4.3.3.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5720.log,0.0872058,0.0466963,10
4319,hepta_742,2020_Townsend,4319,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-5.46,hepta_742,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_742.log,0.08727,0.0295054,7
4262,hepta_685,2020_Townsend,4262,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.4,hepta_685,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_685.log,0.0873049,0.038691,7
5329,hepta_1752,2020_Townsend,5329,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.3,hepta_1752,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1752.log,0.0874414,0.0369852,7
4295,hepta_718,2020_Townsend,4295,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.63,hepta_718,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_718.log,0.0874817,0.0371713,7
4752,hepta_1175,2020_Townsend,4752,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.54,hepta_1175,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1175.log,0.0877133,0.0379378,7
4693,hepta_1116,2020_Townsend,4693,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,-6.22,hepta_1116,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1116.log,0.0878158,0.0399338,7
5579,hepta_2002,2020_Townsend,5579,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-5.32,hepta_2002,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_2002.log,0.0879016,0.0461447,7
6394,L1_4.1.1.2.1.1,2021_Kelly,6394,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.92,L1_4.1.1.2.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6394.log,0.0879096,0.0411504,10
5470,hepta_1893,2020_Townsend,5470,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,-5.58,hepta_1893,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1893.log,0.0879116,0.0327657,7
6107,L1_15.1.2.1.1.2,2021_Kelly,6107,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.96,L1_15.1.2.1.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6107.log,0.0879165,0.042492,10
4732,hepta_1155,2020_Townsend,4732,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-6.78,hepta_1155,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1155.log,0.088195,0.0394703,7
5053,hepta_1476,2020_Townsend,5053,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.62,hepta_1476,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1476.log,0.0884979,0.0393642,7
4057,hepta_480,2020_Townsend,4057,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.08,hepta_480,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_480.log,0.0886746,0.0454149,7
3711,hepta_134,2020_Townsend,3711,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.56,hepta_134,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_134.log,0.0887964,0.0397607,7
4332,hepta_755,2020_Townsend,4332,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-6.19,hepta_755,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_755.log,0.0888404,0.0353716,7
3925,hepta_348,2020_Townsend,3925,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N1C,-5.79,hepta_348,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_348.log,0.0891787,0.0363862,7
6201,L1_16.1.2.4.1.2,2021_Kelly,6201,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-7.19,L1_16.1.2.4.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6201.log,0.0892163,0.0397441,10
5542,hepta_1965,2020_Townsend,5542,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-10,hepta_1965,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1965.log,0.0892489,0.0335906,7
6039,L1_14.1.1.2.1.2,2021_Kelly,6039,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.59,L1_14.1.1.2.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6039.log,0.0893335,0.0383664,10
3747,hepta_170,2020_Townsend,3747,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-6.11,hepta_170,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_170.log,0.0896171,0.0410382,7
4650,hepta_1073,2020_Townsend,4650,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-10,hepta_1073,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1073.log,0.0896594,0.0348904,7
4519,hepta_942,2020_Townsend,4519,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.65,hepta_942,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_942.log,0.0897006,0.0337268,7
3841,hepta_264,2020_Townsend,3841,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-5.55,hepta_264,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_264.log,0.0897798,0.0397857,7
6991,L4_1.2.1.1.1,2021_Kelly,6991,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.47,L4_1.2.1.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6991.log,0.0897992,0.0392105,10
4493,hepta_916,2020_Townsend,4493,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-10,hepta_916,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_916.log,0.0900166,0.0326591,7
7046,L4_3.3.4.1.1,2021_Kelly,7046,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.06,L4_3.3.4.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_7046.log,0.0900176,0.0399917,10
6434,L1_4.2.3.4.4.1,2021_Kelly,6434,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.22,L1_4.2.3.4.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6434.log,0.0900739,0.0365794,10
3910,hepta_333,2020_Townsend,3910,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.98,hepta_333,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_333.log,0.0901798,0.0350994,7
3828,hepta_251,2020_Townsend,3828,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.95,hepta_251,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_251.log,0.0901976,0.0386292,7
