hepta_1075_	-6	9.232 7.909 1.323 0.693221738 5.97808012094 11.4090478796
hepta_1076_	-5.06	9.189 8.084 1.105 0.562046154 7.31583710407 14.3831604264
hepta_1077_	-5.99	9.257 8.116 1.141 0.604155099 7.11305872042 13.4336365172
hepta_1078_	-5.32	9.467 8.227 1.24 0.636813316 6.63467741935 12.9190137726
hepta_1079_	-5.03	9.021 7.979 1.042 0.52997479 7.65738963532 15.0554331084
hepta_107_	-5.9	9.099 7.862 1.237 0.653478206 6.35569927243 12.0310056675
hepta_1080_	-5.47	9.243 8.038 1.205 0.621195692 6.67053941909 12.9395617251
hepta_1081_	-6.38	9.495 8.292 1.203 0.626928049 6.8927680798 13.22639817
hepta_1082_	-5.8	9.067 7.883 1.184 0.637073151 6.65793918919 12.3737752684
hepta_1083_	-6.22	9.417 8.305 1.112 0.573497512 7.46852517986 14.4813182729
hepta_1084_	-6.41	9.226 8.134 1.092 0.567404461 7.44871794872 14.3354530306
hepta_1085_	-5.59	9.409 8.402 1.007 0.512548891 8.34359483615 16.3925825371
hepta_1086_	-5.28	9.132 7.941 1.191 0.616725572 6.66750629723 12.8760673475
hepta_1087_	-6.79	8.721 7.462 1.259 0.692112926 5.92692613185 10.781477588
hepta_1088_	-7.13	9.374 8.112 1.262 0.672728427 6.42789223455 12.0583576885
hepta_1089_	-6.29	9.472 8.155 1.317 0.702077436 6.192103265 11.6155278347
hepta_108_	-5.36	9.401 8.096 1.305 0.694062681 6.20383141762 11.6646525186
hepta_1090_	-6.04	8.856 7.616 1.24 0.676356341 6.14193548387 11.2603365095
hepta_1091_	-5.16	9.044 7.83 1.214 0.631751293 6.44975288303 12.3941178859
hepta_1092_	-6.28	8.904 7.731 1.173 0.638011324 6.59079283887 12.1173397856
hepta_1093_	-6.17	8.672 7.245 1.427 0.774781475 5.07708479327 9.35102378384
hepta_1094_	-5.8	9.098 8.006 1.092 0.552460023 7.3315018315 14.491546296
hepta_1095_	-6.14	9.224 8.034 1.19 0.610546813 6.7512605042 13.1586961539
hepta_1096_	-5.73	9.461 8.325 1.136 0.58425771 7.32834507042 14.2488491936
hepta_1097_	-6.65	9.147 7.753 1.394 0.759572235 5.56169296987 10.2070608202
hepta_1098_	-6.36	9.011 7.881 1.13 0.572868181 6.97433628319 13.7570915289
hepta_1099_	-6.25	9.514 8.37 1.144 0.599918567 7.31643356643 13.9518935742
hepta_109_	-5.22	9.475 8.033 1.442 0.765023463 5.57073509015 10.5003315434
hepta_10_	-5.63	9.388 8.082 1.306 0.687063056 6.18836140888 11.7631124675
hepta_1100_	-5.52	9.189 8.04 1.149 0.601917662 6.99738903394 13.3573086613
hepta_1101_	-5.17	9.275 8.23 1.045 0.540563252 7.87559808612 15.2248603092
hepta_1102_	-5.22	8.877 7.678 1.199 0.62398638 6.40366972477 12.3047557544
hepta_1103_	-5.4	9.198 8.065 1.133 0.570875763 7.11827007944 14.1274170717
hepta_1104_	-5.55	9.284 8.133 1.151 0.602670265 7.06602953953 13.4949415498
hepta_1105_	-10	8.998 7.702 1.296 0.702540174 5.94290123457 10.9630741202
hepta_1106_	-10	9.209 7.964 1.245 0.65748038 6.39678714859 12.1129089814
hepta_1107_	-5.9	9.257 7.969 1.288 0.675952991 6.18711180124 11.7892813644
hepta_1108_	-6.09	9.232 7.916 1.316 0.695079096 6.01519756839 11.3886319493
hepta_1109_	-6.04	9.506 8.306 1.2 0.631669354 6.92166666667 13.1492844277
hepta_110_	-6.5	9.185 7.713 1.472 0.803288542 5.23980978261 9.60178017826
hepta_1110_	-6.2	8.425 7.118 1.307 0.715410999 5.44605967865 9.94952553141
hepta_1111_	-5.88	9.525 8.316 1.209 0.625105822 6.87841191067 13.3033475411
hepta_1112_	-5.81	9.496 8.341 1.155 0.584638371 7.22164502165 14.2669390409
hepta_1113_	-5.17	9.374 8.222 1.152 0.593980998 7.13715277778 13.8421936521
hepta_1114_	-5.64	9.17 8.017 1.153 0.58818379 6.95316565481 13.6300934101
hepta_1115_	-5.66	9.429 8.294 1.135 0.601549906 7.30748898678 13.7877172239
hepta_1116_	-6.22	8.938 7.442 1.496 0.806741847 4.97459893048 9.22476009851
hepta_1117_	-5.48	9.267 8.123 1.144 0.603687266 7.10052447552 13.4556424452
hepta_1118_	-5.59	9.241 8.097 1.144 0.586238111 7.0777972028 13.8117939589
hepta_1119_	-6.11	9.418 8.223 1.195 0.624488885 6.88117154812 13.1675682266
hepta_111_	-6.68	9.315 7.795 1.52 0.804298056 5.12828947368 9.69168076666
hepta_1120_	-5.85	9.176 7.976 1.2 0.614660054 6.64666666667 12.9762784292
hepta_1121_	-5.58	9.308 7.982 1.326 0.702235595 6.01960784314 11.3665556928
hepta_1122_	-5.98	9.549 8.368 1.181 0.615086847 7.08552074513 13.6045828988
hepta_1123_	-5.48	9.117 8.111 1.006 0.515743624 8.06262425447 15.7268061544
hepta_1124_	-5.81	9.494 8.34 1.154 0.590309419 7.22703639515 14.12818385
hepta_1125_	-5.87	9.179 7.902 1.277 0.680235269 6.18794048551 11.6165690903
hepta_1126_	-5.74	9.311 8.26 1.051 0.541801671 7.85918173168 15.2454310168
hepta_1127_	-6.28	9.437 8.375 1.062 0.560068799 7.88606403013 14.9535200228
hepta_1128_	-5.42	9.444 8.336 1.108 0.590365829 7.52346570397 14.1200584291
hepta_1129_	-5.48	9.101 7.973 1.128 0.581198587 7.06826241135 13.7182026563
hepta_112_	-6.39	8.717 7.465 1.252 0.678711859 5.9624600639 10.9987764336
hepta_1130_	-5.05	8.853 7.663 1.19 0.614056965 6.43949579832 12.4792982358
hepta_1131_	-6.13	9.735 8.528 1.207 0.64219976 7.06545153273 13.2793571894
hepta_1132_	-5.81	9.206 7.944 1.262 0.654718264 6.29477020602 12.1334632571
hepta_1133_	-5.74	9.279 7.994 1.285 0.663536173 6.22101167315 12.047572273
hepta_1134_	-5.5	9.285 8.107 1.178 0.618613606 6.88200339559 13.1051110441
hepta_1135_	-6.17	8.865 7.626 1.239 0.671211347 6.15496368039 11.3615480937
hepta_1136_	-5.92	9.285 8.143 1.142 0.594989036 7.13047285464 13.6859664755
hepta_1137_	-5.23	9.257 7.972 1.285 0.665645658 6.20389105058 11.9763419233
hepta_1138_	-6.1	9.2 7.964 1.236 0.664802775 6.44336569579 11.979492715
hepta_1139_	-5.69	8.947 7.8 1.147 0.607647078 6.80034873583 12.8363984332
hepta_113_	-6.17	9.074 7.695 1.379 0.75794701 5.58013052937 10.1524247718
hepta_1140_	-5.63	9.35 8.192 1.158 0.610301726 7.07426597582 13.4228688057
hepta_1141_	-6.01	8.853 7.714 1.139 0.616197183 6.77260755048 12.518720002
hepta_1142_	-10	9.304 8.078 1.226 0.656566551 6.58890701468 12.3033986238
hepta_1143_	-6.34	9.381 7.98 1.401 0.736629939 5.69593147752 10.8331192876
hepta_1144_	-4	8.807 7.567 1.24 0.674623444 6.10241935484 11.2166276866
hepta_1145_	-7.64	8.563 7.443 1.12 0.599051275 6.64553571429 12.4246459537
hepta_1146_	-6.52	8.786 7.462 1.324 0.712917031 5.63595166163 10.4668561355
hepta_1147_	-5.67	9.414 8.207 1.207 0.645866163 6.79950289975 12.7069669696
hepta_1148_	-5.52	9.015 7.899 1.116 0.578043671 7.07795698925 13.665057497
hepta_1149_	-5.67	9.2 7.893 1.307 0.681990303 6.039020658 11.5734783402
hepta_114_	-5.58	9.776 8.328 1.448 0.750175653 5.75138121547 11.1014000077
hepta_1150_	-6.43	9.405 8.039 1.366 0.709041034 5.8850658858 11.3378487485
hepta_1151_	-5.79	9.039 7.808 1.231 0.645309114 6.34281072299 12.0996276522
hepta_1152_	-5.86	9.023 7.84 1.183 0.624212672 6.62721893491 12.5598219192
hepta_1153_	-6.07	9.179 7.801 1.378 0.712175261 5.6611030479 10.9537643712
hepta_1154_	-5.43	8.755 7.687 1.068 0.564138692 7.19756554307 13.6260818643
hepta_1155_	-6.78	8.796 7.49 1.306 0.702682168 5.73506891271 10.6591576407
hepta_1156_	-6.86	9.28 7.943 1.337 0.704534993 5.94091249065 11.274102889
hepta_1157_	-6.32	8.906 7.653 1.253 0.673622952 6.10774142059 11.3609549337
hepta_1158_	-5.7	9.29 8.006 1.284 0.678952611 6.23520249221 11.7916918947
hepta_1159_	-5.32	8.789 7.69 1.099 0.579605212 6.99727024568 13.2676515683
hepta_115_	-5.23	9.19 7.788 1.402 0.746853218 5.55492154066 10.4277518156
hepta_1160_	-6.54	9.512 8.302 1.21 0.662802229 6.86115702479 12.5256066391
hepta_1161_	-5.98	8.881 7.679 1.202 0.622342421 6.38851913478 12.3388664196
hepta_1162_	-5.26	9.323 7.983 1.34 0.709830416 5.95746268657 11.24634817
hepta_1163_	-5.1	9.287 8.086 1.201 0.608858971 6.73272273106 13.2805795515
hepta_1164_	-5.13	9.02 8.067 0.953 0.484099788 8.4648478489 16.6639197124
hepta_1165_	-5.33	8.967 7.871 1.096 0.563759681 7.18156934307 13.9616227717
hepta_1166_	-5.42	9.454 8.211 1.243 0.627491863 6.60579243765 13.0854286472
hepta_1167_	-5.59	9.547 8.319 1.228 0.642400035 6.77442996743 12.9498747614
hepta_1168_	-5.67	9.112 7.847 1.265 0.654307348 6.20316205534 11.9928349024
hepta_1169_	-5.27	9.645 8.418 1.227 0.629097087 6.86063569682 13.3810824656
hepta_116_	-5.17	9.025 7.801 1.224 0.631790123 6.37336601307 12.3474548208
hepta_1170_	-6.82	9.31 8.146 1.164 0.607874808 6.99828178694 13.4007856433
hepta_1171_	-5.94	8.905 7.839 1.066 0.568991316 7.35365853659 13.7770116688
hepta_1172_	-5.98	9.573 8.278 1.295 0.695378989 6.39227799228 11.904299858
hepta_1173_	-6.02	9.435 8.268 1.167 0.612431068 7.08483290488 13.5002948609
hepta_1174_	-5.68	8.954 7.944 1.01 0.515290321 7.86534653465 15.4165519441
hepta_1175_	-5.54	9.443 8.108 1.335 0.702569473 6.0734082397 11.5404957255
hepta_1176_	-5.06	9.303 8.232 1.071 0.536648077 7.6862745098 15.3396617873
hepta_1177_	-5.88	9.099 7.874 1.225 0.619016875 6.42775510204 12.7201701892
hepta_1178_	-6.44	9.045 7.799 1.246 0.675775698 6.25922953451 11.5408115786
hepta_1179_	-5.95	9.191 7.975 1.216 0.644913394 6.55838815789 12.3660015038
hepta_117_	-5.91	9.471 8.14 1.331 0.69261542 6.11570247934 11.7525538198
hepta_1180_	-6.16	8.764 7.523 1.241 0.666253178 6.0620467365 11.291503363
